cell,V1,V2
0.0,-8.678997039794922,5.1388630867004395
1.0,9.843133926391602,-9.001145362854004
2.0,9.464147567749023,5.8989152908325195
3.0,9.724784851074219,5.515416145324707
4.0,8.192073822021484,5.642594814300537
5.0,-9.617939949035645,4.904837608337402
6.0,1.8235429525375366,21.813867568969727
7.0,-8.898913383483887,4.658082008361816
8.0,2.046091079711914,21.160293579101562
9.0,-9.48013687133789,4.722168445587158
10.0,2.5107414722442627,21.5179386138916
11.0,1.7273513078689575,21.6667537689209
12.0,9.610020637512207,5.531527519226074
13.0,-9.490758895874023,4.580278396606445
14.0,-9.056645393371582,5.498673915863037
15.0,10.386214256286621,-9.012280464172363
16.0,8.561975479125977,5.474618911743164
17.0,10.556536674499512,-9.377546310424805
18.0,8.605051040649414,5.948062896728516
19.0,9.208388328552246,5.2984843254089355
20.0,8.132227897644043,6.2172980308532715
21.0,-9.40968132019043,5.761464595794678
22.0,9.153014183044434,6.54569149017334
23.0,8.513025283813477,6.849217414855957
24.0,-8.883661270141602,5.488012313842773
25.0,2.3022003173828125,21.291669845581055
26.0,2.379676342010498,21.480539321899414
27.0,10.255194664001465,-9.399685859680176
28.0,10.340601921081543,-9.06380844116211
29.0,-3.273615837097168,-9.833300590515137
30.0,8.295406341552734,5.432446479797363
31.0,-9.64387321472168,5.667420387268066
32.0,9.5065279006958,6.191231727600098
33.0,-3.74665904045105,-9.915331840515137
34.0,9.752938270568848,-9.561897277832031
35.0,9.74134349822998,5.887609958648682
36.0,9.859156608581543,-9.054120063781738
37.0,8.965800285339355,5.869485855102539
38.0,8.990456581115723,5.258123397827148
39.0,-3.5086143016815186,-9.849906921386719
40.0,1.886068344116211,21.016756057739258
41.0,10.533649444580078,-8.928398132324219
42.0,-9.70954418182373,5.608780384063721
43.0,10.501498222351074,-9.652556419372559
44.0,-3.4649622440338135,-9.44068431854248
45.0,-8.863445281982422,5.240126132965088
46.0,10.187538146972656,-8.920960426330566
47.0,-9.87551498413086,5.0740861892700195
48.0,-3.246016263961792,-9.666372299194336
49.0,9.83655834197998,-9.450483322143555
50.0,10.402376174926758,-8.983111381530762
51.0,-9.649283409118652,5.236420631408691
52.0,9.159781455993652,6.596643924713135
53.0,10.165519714355469,-9.482948303222656
54.0,8.86827564239502,6.829853057861328
55.0,9.919734954833984,-9.551376342773438
56.0,9.14921760559082,6.660168647766113
57.0,-8.568181991577148,4.89782190322876
58.0,9.945568084716797,-9.58297061920166
59.0,1.663474678993225,21.580265045166016
60.0,-9.370084762573242,4.664478302001953
61.0,8.7518310546875,6.574112415313721
62.0,8.914939880371094,6.814899444580078
63.0,1.638000249862671,21.67943000793457
64.0,2.184717893600464,21.89994239807129
65.0,-9.792203903198242,4.894123077392578
66.0,2.1699111461639404,21.746580123901367
67.0,-9.27049732208252,4.52766227722168
68.0,-8.760592460632324,4.791154384613037
69.0,-9.58004379272461,5.321667194366455
70.0,-8.78080940246582,4.760892391204834
71.0,-3.628988265991211,-9.706941604614258
72.0,1.823973536491394,21.785221099853516
73.0,8.489160537719727,5.494055271148682
74.0,10.190685272216797,-9.374306678771973
75.0,-9.55117130279541,4.615645408630371
76.0,-9.324203491210938,4.798195838928223
77.0,-9.73689079284668,4.796429634094238
78.0,9.737414360046387,-9.144428253173828
79.0,10.214995384216309,-8.833245277404785
80.0,10.293636322021484,-9.623566627502441
81.0,-3.7330574989318848,-9.962627410888672
82.0,-9.20101547241211,4.848954677581787
83.0,-9.054631233215332,5.295840740203857
84.0,8.099227905273438,5.857268810272217
85.0,1.5439386367797852,21.586505889892578
86.0,-3.686178207397461,-9.924015045166016
87.0,-3.598257541656494,-10.05438232421875
88.0,-3.5284767150878906,-9.636801719665527
89.0,1.5933012962341309,21.425188064575195
90.0,9.58760929107666,5.657901763916016
91.0,-9.1058349609375,5.374061584472656
92.0,-8.961919784545898,5.349802017211914
93.0,-9.181021690368652,5.573493957519531
94.0,9.086498260498047,6.039561748504639
95.0,-9.860515594482422,5.3462066650390625
96.0,2.4843595027923584,21.35114097595215
97.0,1.7542880773544312,21.182687759399414
98.0,-9.73350715637207,5.226494312286377
99.0,2.2701621055603027,21.773380279541016
100.0,-8.898406028747559,4.732384204864502
101.0,-3.441340208053589,-9.79099178314209
102.0,2.0715911388397217,21.266019821166992
103.0,9.715960502624512,-9.286820411682129
104.0,10.046388626098633,-9.725090026855469
105.0,8.476605415344238,6.467915058135986
106.0,9.609692573547363,5.80800724029541
107.0,8.813139915466309,5.12665319442749
108.0,8.422839164733887,6.013045787811279
109.0,8.45704460144043,6.806185245513916
110.0,-9.673818588256836,5.3695268630981445
111.0,10.435919761657715,-8.96850872039795
112.0,-3.522146701812744,-9.818623542785645
113.0,9.84648609161377,-8.759345054626465
114.0,-9.541306495666504,5.525369167327881
115.0,1.6978259086608887,21.313980102539062
116.0,8.370335578918457,6.109735012054443
117.0,-3.5004241466522217,-10.0581636428833
118.0,8.758204460144043,6.462419033050537
119.0,10.581255912780762,-9.242419242858887
120.0,9.62366008758545,6.665397644042969
121.0,9.759248733520508,5.8375372886657715
122.0,10.568634986877441,-9.078760147094727
123.0,-8.946477890014648,4.691644191741943
124.0,10.64389705657959,-9.251860618591309
125.0,-9.464695930480957,5.575376510620117
126.0,8.490821838378906,6.067336559295654
127.0,9.278481483459473,6.287868976593018
128.0,1.8499342203140259,21.25263214111328
129.0,8.482417106628418,5.197723388671875
130.0,9.548748970031738,6.1302666664123535
131.0,1.5994309186935425,21.4842586517334
132.0,8.972160339355469,5.295712947845459
133.0,2.094431161880493,21.725536346435547
134.0,8.818717002868652,5.635186195373535
135.0,9.600780487060547,5.857792854309082
136.0,10.31201457977295,-9.219813346862793
137.0,1.8483514785766602,21.165626525878906
138.0,1.7553132772445679,21.870391845703125
139.0,9.186858177185059,6.125828742980957
140.0,9.009039878845215,5.117196083068848
141.0,8.869526863098145,6.0316925048828125
142.0,10.018404960632324,-9.630833625793457
143.0,9.61137866973877,6.2231926918029785
144.0,9.767091751098633,6.224688529968262
145.0,-8.919169425964355,5.649453163146973
146.0,-8.841789245605469,5.512026309967041
147.0,-9.335479736328125,4.665584087371826
148.0,-8.716666221618652,4.844411849975586
149.0,-3.4771440029144287,-9.572150230407715
150.0,-3.53595232963562,-9.789669036865234
151.0,9.77944564819336,5.95930814743042
152.0,9.865094184875488,-8.923377990722656
153.0,-9.128470420837402,4.7121052742004395
154.0,-8.881345748901367,4.738625526428223
155.0,-3.3898138999938965,-9.663447380065918
156.0,9.45911979675293,6.147626876831055
157.0,10.153301239013672,-8.812409400939941
158.0,-9.823357582092285,5.001209259033203
159.0,9.018729209899902,6.700164794921875
160.0,-3.4016120433807373,-9.844328880310059
161.0,9.755236625671387,5.924321174621582
162.0,9.247684478759766,6.84959077835083
163.0,-8.809261322021484,4.881365776062012
164.0,8.822257041931152,5.492002487182617
165.0,9.88584041595459,-9.38134765625
166.0,8.165190696716309,5.961434841156006
167.0,1.8455642461776733,21.757089614868164
168.0,1.9353278875350952,21.03790283203125
169.0,9.817058563232422,-9.67448902130127
170.0,-9.605998039245605,4.752299785614014
171.0,-9.585278511047363,5.320005416870117
172.0,9.596580505371094,-9.21678352355957
173.0,10.325220108032227,-9.573908805847168
174.0,8.995685577392578,5.311558246612549
175.0,-9.296040534973145,5.673964023590088
176.0,-8.879107475280762,4.912577152252197
177.0,2.2939984798431396,21.29926300048828
178.0,-9.857442855834961,4.921359062194824
179.0,1.589089274406433,21.55772590637207
180.0,1.8002324104309082,21.610342025756836
181.0,9.259252548217773,6.299043655395508
182.0,8.691192626953125,6.8678388595581055
183.0,8.636513710021973,6.494918346405029
184.0,2.263108968734741,21.25136947631836
185.0,9.45559024810791,6.704030990600586
186.0,-8.965214729309082,5.413084506988525
187.0,-3.334383010864258,-9.737235069274902
188.0,-9.476845741271973,5.766041278839111
189.0,-3.564091205596924,-9.840741157531738
190.0,8.769630432128906,5.268774032592773
191.0,9.882115364074707,-9.39732837677002
192.0,10.380472183227539,-9.693751335144043
193.0,9.55125904083252,6.339445114135742
194.0,8.332354545593262,6.568869590759277
195.0,-3.3229994773864746,-9.705540657043457
196.0,8.327829360961914,6.1749186515808105
197.0,9.317827224731445,6.611281871795654
198.0,-9.930389404296875,5.136321544647217
199.0,-8.732340812683105,5.101036548614502
200.0,-9.03994369506836,4.763904094696045
201.0,1.5899285078048706,21.17423439025879
202.0,9.331087112426758,6.495932102203369
203.0,1.9955168962478638,21.7197322845459
204.0,8.790536880493164,6.13905143737793
205.0,8.903252601623535,5.503788948059082
206.0,9.432902336120605,6.443246364593506
207.0,8.26701545715332,6.56972599029541
208.0,8.22848892211914,6.171536445617676
209.0,8.801239013671875,6.8360700607299805
210.0,8.24137020111084,6.076000690460205
211.0,9.138900756835938,6.627488613128662
212.0,-9.263276100158691,5.667268753051758
213.0,-9.593969345092773,5.1875481605529785
214.0,9.207808494567871,6.2528886795043945
215.0,-9.54580307006836,5.010807514190674
216.0,2.179687023162842,21.233760833740234
217.0,8.790485382080078,5.566758155822754
218.0,-3.548100471496582,-9.987719535827637
219.0,-9.267535209655762,5.600113868713379
220.0,-8.806540489196777,5.011692523956299
221.0,2.0201377868652344,21.20683479309082
222.0,-8.883934020996094,5.3529052734375
223.0,9.557687759399414,6.3421430587768555
224.0,9.295228958129883,5.305490016937256
225.0,-9.470450401306152,5.7540483474731445
226.0,9.352754592895508,6.218042373657227
227.0,1.794403076171875,21.135488510131836
228.0,9.354447364807129,5.68284797668457
229.0,-8.757780075073242,5.229882717132568
230.0,10.102760314941406,-8.817656517028809
231.0,9.437054634094238,6.593085765838623
232.0,10.310912132263184,-9.298977851867676
233.0,10.3883695602417,-9.442502975463867
234.0,8.196800231933594,5.831029415130615
235.0,10.375191688537598,-9.33576774597168
236.0,-9.376389503479004,5.816827297210693
237.0,-9.597342491149902,4.88858699798584
238.0,2.4799954891204834,21.58797264099121
239.0,9.054144859313965,5.340804100036621
240.0,10.034795761108398,-9.014791488647461
241.0,9.068178176879883,5.314444541931152
242.0,-3.783355474472046,-9.720477104187012
243.0,10.244278907775879,-9.142271041870117
244.0,9.302573204040527,6.294565200805664
245.0,-9.199637413024902,5.6003570556640625
246.0,1.8208513259887695,21.53990936279297
247.0,-9.193007469177246,4.623189926147461
248.0,-3.488205671310425,-9.97055721282959
249.0,-9.160965919494629,5.669816017150879
250.0,-9.005825996398926,5.526402950286865
251.0,-8.80584716796875,4.888329029083252
252.0,9.546881675720215,-9.220975875854492
253.0,-9.855783462524414,5.263628959655762
254.0,-8.72015380859375,5.1734490394592285
255.0,10.125458717346191,-8.997406005859375
256.0,8.200807571411133,6.367392063140869
257.0,-8.847417831420898,5.633163928985596
258.0,2.127115249633789,21.829092025756836
259.0,9.025879859924316,5.32166862487793
260.0,8.549623489379883,5.2690043449401855
261.0,-10.000059127807617,5.123352527618408
262.0,-3.7137906551361084,-9.700556755065918
263.0,-3.659794569015503,-9.845624923706055
264.0,10.39052677154541,-8.945474624633789
265.0,-8.942900657653809,5.609206199645996
266.0,8.659672737121582,6.3489089012146
267.0,10.516666412353516,-9.042147636413574
268.0,2.341930627822876,21.188095092773438
269.0,1.9497603178024292,21.18477439880371
270.0,2.0755560398101807,21.889705657958984
271.0,8.76223373413086,5.695505142211914
272.0,10.300843238830566,-9.077028274536133
273.0,1.9190740585327148,21.132925033569336
274.0,9.718998908996582,6.340472221374512
275.0,10.602173805236816,-8.949570655822754
276.0,9.227988243103027,6.487154483795166
277.0,8.639801025390625,6.7300872802734375
278.0,9.479926109313965,5.575873374938965
279.0,10.358721733093262,-9.157793045043945
280.0,-9.369589805603027,5.230733871459961
281.0,8.986403465270996,5.457113742828369
282.0,10.622148513793945,-9.318588256835938
283.0,-3.618541717529297,-9.608611106872559
284.0,9.210667610168457,6.616288185119629
285.0,10.166524887084961,-8.920982360839844
286.0,1.6273860931396484,21.35354995727539
